AGGIORNAMENTO,DATA_TAMPONE,PROVINCIA,POSITIVI,NEGATIVI,DA_RIPETERE
2021-04-13,2020-05-11,TE,0,557,3
2021-04-13,2020-05-13,AQ,0,633,3
2021-04-13,2020-05-13,PE,0,42,0
2021-04-13,2020-05-14,AQ,0,598,0
2021-04-13,2020-05-15,CH,0,112,2
2021-04-13,2020-05-15,PE,0,41,0
2021-04-13,2020-05-16,AQ,0,135,1
2021-04-13,2020-05-16,PE,0,38,0
2021-04-13,2020-05-17,AQ,0,36,0
2021-04-13,2020-05-17,PE,0,2,0
2021-04-13,2020-05-18,AQ,0,346,1
2021-04-13,2020-05-18,PE,0,54,1
2021-04-13,2020-05-19,CH,0,173,3
2021-04-13,2020-05-19,PE,0,47,0
2021-04-13,2020-05-20,PE,0,34,1
2021-04-13,2020-05-20,TE,0,377,0
2021-04-13,2020-05-21,AQ,0,340,1
2021-04-13,2020-05-21,PE,0,50,0
2021-04-13,2020-05-22,PE,0,57,0
2021-04-13,2020-05-23,AQ,0,113,0
2021-04-13,2020-05-23,PE,0,69,0
2021-04-13,2020-05-23,TE,0,136,0
2021-04-13,2020-05-24,AQ,0,27,0
2021-04-13,2020-05-24,CH,0,66,0
2021-04-13,2020-05-24,PE,0,8,0
2021-04-13,2020-05-24,TE,0,30,0
2021-04-13,2020-05-25,AQ,0,274,0
2021-04-13,2020-05-25,CH,0,212,0
2021-04-13,2020-05-25,TE,0,499,0
2021-04-13,2020-05-26,AQ,0,137,0
2021-04-13,2020-05-26,PE,0,66,0
2021-04-13,2020-05-27,AQ,0,575,3
2021-04-13,2020-05-27,PE,0,50,0
2021-04-13,2020-05-28,AQ,0,179,0
2021-04-13,2020-05-28,PE,0,54,0
2021-04-13,2020-05-28,TE,0,382,1
2021-04-13,2020-05-29,AQ,0,328,1
2021-04-13,2020-05-29,CH,0,212,0
2021-04-13,2020-05-29,PE,0,44,0
2021-04-13,2020-05-30,AQ,0,147,0
2021-04-13,2020-05-30,CH,0,169,0
2021-04-13,2020-05-30,PE,0,33,0
2021-04-13,2020-05-30,TE,0,169,0
2021-04-13,2020-05-31,CH,0,84,2
2021-04-13,2020-05-31,PE,0,1,0
2021-04-13,2020-05-31,TE,0,27,0
2021-04-13,2020-06-01,PE,0,59,1
2021-04-13,2020-06-02,AQ,0,9,0
2021-04-13,2020-06-02,CH,0,12,0
2021-04-13,2020-06-02,PE,0,12,0
2021-04-13,2020-06-02,TE,0,27,0
2021-04-13,2020-06-03,AQ,0,186,0
2021-04-13,2020-06-03,CH,0,193,1
2021-04-13,2020-06-03,PE,0,38,0
2021-04-13,2020-06-03,TE,0,328,1
2021-04-13,2020-06-04,AQ,0,160,1
2021-04-13,2020-06-04,CH,0,201,0
2021-04-13,2020-06-04,PE,0,50,0
2021-04-13,2020-06-04,TE,0,541,4
2021-04-13,2020-06-05,CH,0,392,0
2021-04-13,2020-06-05,PE,0,38,0
2021-04-13,2020-06-05,TE,0,238,0
2021-04-13,2020-06-06,CH,0,42,0
2021-04-13,2020-06-06,PE,0,20,0
2021-04-13,2020-06-06,TE,0,149,1
2021-04-13,2020-06-07,AQ,0,2,0
2021-04-13,2020-06-07,CH,0,6,0
2021-04-13,2020-06-07,TE,0,34,0
2021-04-13,2020-06-08,CH,0,147,0
2021-04-13,2020-06-08,PE,0,45,0
2021-04-13,2020-06-08,TE,0,442,1
2021-04-13,2020-06-09,AQ,0,86,1
2021-04-13,2020-06-09,CH,0,325,2
2021-04-13,2020-06-09,PE,0,75,0
2021-04-13,2020-06-10,AQ,0,155,1
2021-04-13,2020-06-10,PE,0,33,0
2021-04-13,2020-06-10,TE,0,316,0
2021-04-13,2020-06-11,CH,0,187,0
2021-04-13,2020-06-11,PE,0,116,0
2021-04-13,2020-06-12,AQ,0,253,1
2021-04-13,2020-06-12,PE,0,49,0
2021-04-13,2020-06-12,TE,0,367,1
2021-04-13,2020-06-13,CH,0,143,1
2021-04-13,2020-06-13,PE,0,47,0
2021-04-13,2020-06-14,AQ,0,4,0
2021-04-13,2020-06-14,CH,0,14,0
2021-04-13,2020-06-14,PE,0,2,0
2021-04-13,2020-06-15,CH,0,203,0
2021-04-13,2020-06-15,PE,0,34,0
2021-04-13,2020-06-15,TE,0,225,0
2021-04-13,2020-06-16,AQ,0,154,0
2021-04-13,2020-06-16,CH,0,79,0
2021-04-13,2020-06-16,PE,0,85,0
2021-04-13,2020-06-16,TE,0,324,0
2021-04-13,2020-06-17,AQ,0,240,1
2021-04-13,2020-06-17,CH,0,81,0
2021-04-13,2020-06-17,PE,0,32,0
2021-04-13,2020-06-18,AQ,0,113,0
2021-04-13,2020-06-18,CH,0,22,0
2021-04-13,2020-06-18,PE,0,21,0
2021-04-13,2020-06-18,TE,0,320,0
2021-04-13,2020-06-19,AQ,0,211,3
2021-04-13,2020-06-19,CH,0,60,1
2021-04-13,2020-06-19,PE,0,25,0
2021-04-13,2020-06-20,AQ,0,78,0
2021-04-13,2020-06-20,CH,0,3,0
2021-04-13,2020-06-20,PE,0,10,0
2021-04-13,2020-06-20,TE,0,132,0
2021-04-13,2020-06-21,AQ,0,1,0
2021-04-13,2020-06-21,CH,0,1,0
2021-04-13,2020-06-21,TE,0,20,0
2021-04-13,2020-06-22,AQ,0,196,0
2021-04-13,2020-06-22,CH,0,13,0
2021-04-13,2020-06-22,PE,0,12,0
2021-04-13,2020-06-23,CH,0,24,0
2021-04-13,2020-06-23,PE,0,16,0
2021-04-13,2020-06-23,TE,0,377,1
2021-04-13,2020-06-24,AQ,0,182,0
2021-04-13,2020-06-24,PE,0,11,0
2021-04-13,2020-06-24,TE,0,208,1
2021-04-13,2020-06-25,AQ,0,89,0
2021-04-13,2020-06-25,CH,0,30,0
2021-04-13,2020-06-25,PE,0,24,0
2021-04-13,2020-06-26,AQ,0,220,2
2021-04-13,2020-06-26,CH,0,24,0
2021-04-13,2020-06-26,PE,0,23,0
2021-04-13,2020-06-27,AQ,0,45,0
2021-04-13,2020-06-27,CH,0,6,0
2021-04-13,2020-06-27,PE,0,10,0
2021-04-13,2020-06-27,TE,0,126,0
2021-04-13,2020-06-28,AQ,0,4,0
2021-04-13,2020-06-28,PE,0,1,0
2021-04-13,2020-06-28,TE,0,28,0
2021-04-13,2020-06-29,AQ,0,155,0
2021-04-13,2020-06-29,CH,0,75,0
2021-04-13,2020-06-29,PE,0,11,0
2021-04-13,2020-06-29,TE,0,216,0
2021-04-13,2020-06-30,AQ,0,72,0
2021-04-13,2020-06-30,CH,0,11,0
2021-04-13,2020-06-30,PE,0,20,0
2021-04-13,2020-07-01,CH,0,11,0
2021-04-13,2020-07-01,PE,0,12,0
2021-04-13,2020-07-01,TE,0,158,0
2021-04-13,2020-07-02,CH,0,28,0
2021-04-13,2020-07-02,PE,0,12,0
2021-04-13,2020-07-03,AQ,0,146,0
2021-04-13,2020-07-03,CH,0,18,0
2021-04-13,2020-07-03,PE,0,18,0
2021-04-13,2020-07-03,TE,0,200,0
2021-04-13,2020-07-04,AQ,0,41,0
2021-04-13,2020-07-04,CH,0,15,0
2021-04-13,2020-07-04,PE,0,8,0
2021-04-13,2020-07-04,TE,0,78,0
2021-04-13,2020-07-05,AQ,0,1,0
2021-04-13,2020-07-05,CH,0,10,0
2021-04-13,2020-07-05,TE,0,4,0
2021-04-13,2020-07-06,CH,0,127,0
2021-04-13,2020-07-06,PE,0,25,0
2021-04-13,2020-07-06,TE,0,226,1
2021-04-13,2020-07-07,PE,0,43,0
2021-04-13,2020-07-07,TE,0,157,0
2021-04-13,2020-07-08,CH,0,106,0
2021-04-13,2020-07-08,PE,0,15,0
2021-04-13,2020-07-08,TE,0,203,0
2021-04-13,2020-07-09,CH,0,105,1
2021-04-13,2020-07-09,PE,0,29,0
2021-04-13,2020-07-09,TE,0,204,0
2021-04-13,2020-07-10,CH,0,216,1
2021-04-13,2020-07-10,PE,0,40,0
2021-04-13,2020-07-11,AQ,0,102,0
2021-04-13,2020-07-11,CH,0,102,0
2021-04-13,2020-07-11,PE,0,15,0
2021-04-13,2020-07-11,TE,0,108,0
2021-04-13,2020-07-12,AQ,0,1,0
2021-04-13,2020-07-12,CH,0,14,0
2021-04-13,2020-07-12,TE,0,2,0
2021-04-13,2020-07-13,PE,0,35,0
2021-04-13,2020-07-14,AQ,0,44,0
2021-04-13,2020-07-14,CH,0,107,0
2021-04-13,2020-07-14,PE,0,21,0
2021-04-13,2020-07-15,PE,0,19,0
2021-04-13,2020-07-16,CH,0,64,0
2021-04-13,2020-07-16,PE,0,15,0
2021-04-13,2020-07-16,TE,0,217,0
2021-04-13,2020-07-17,PE,0,27,0
2021-04-13,2020-07-17,TE,0,192,1
2021-04-13,2020-07-18,AQ,0,51,0
2021-04-13,2020-07-18,PE,0,3,0
2021-04-13,2020-07-19,TE,0,7,0
2021-04-13,2020-07-20,AQ,0,192,2
2021-04-13,2020-07-20,PE,0,34,0
2021-04-13,2020-07-20,TE,0,181,0
2021-04-13,2020-07-21,PE,0,37,0
2021-04-13,2020-07-22,AQ,0,123,0
2021-04-13,2020-07-22,PE,0,9,0
2021-04-13,2020-07-23,AQ,0,149,0
2021-04-13,2020-07-23,PE,0,53,0
2021-04-13,2020-07-23,TE,0,166,0
2021-04-13,2020-07-24,PE,0,23,0
2021-04-13,2020-07-24,TE,0,186,1
2021-04-13,2020-07-25,AQ,0,53,0
2021-04-13,2020-07-25,CH,0,45,0
2021-04-13,2020-07-25,PE,0,10,0
2021-04-13,2020-07-25,TE,0,54,0
2021-04-13,2020-07-26,AQ,0,9,0
2021-04-13,2020-07-27,PE,0,24,1
2021-04-13,2020-07-27,TE,0,217,0
2021-04-13,2020-07-28,AQ,0,132,0
2021-04-13,2020-07-28,CH,0,95,0
2021-04-13,2020-07-28,PE,0,24,0
2021-04-13,2020-07-29,PE,0,7,0
2021-04-13,2020-07-30,CH,0,143,0
2021-04-13,2020-07-30,PE,0,23,0
2021-04-13,2020-07-30,TE,0,144,0
2021-04-13,2020-07-31,CH,0,102,0
2021-04-13,2020-07-31,PE,0,22,0
2021-04-13,2020-08-01,AQ,0,28,0
2021-04-13,2020-08-01,CH,0,42,0
2021-04-13,2020-08-01,PE,0,11,0
2021-04-13,2020-08-01,TE,0,170,0
2021-04-13,2020-08-02,TE,0,1,0
2021-04-13,2020-08-03,PE,0,25,0
2021-04-13,2020-08-04,PE,0,23,0
2021-04-13,2020-08-05,CH,0,50,0
2021-04-13,2020-08-05,PE,0,11,0
2021-04-13,2020-08-06,AQ,0,42,0
2021-04-13,2020-08-06,CH,0,98,0
2021-04-13,2020-08-06,PE,0,20,0
2021-04-13,2020-08-07,PE,0,39,0
2021-04-13,2020-08-08,PE,0,6,0
2021-04-13,2020-08-10,PE,0,21,0
2021-04-13,2020-08-11,PE,0,14,0
2021-04-13,2020-08-12,PE,0,26,0
2021-04-13,2020-08-13,PE,0,12,0
2021-04-13,2020-08-13,TE,0,236,0
2021-04-13,2020-08-14,PE,0,19,0
2021-04-13,2020-08-15,CH,0,7,0
2021-04-13,2020-08-15,PE,0,3,0
2021-04-13,2020-08-16,TE,0,1,0
2021-04-13,2020-08-18,PE,0,29,0
2021-04-13,2020-08-19,PE,0,7,0
2021-04-13,2020-08-19,TE,0,202,3
2021-04-13,2020-08-20,PE,0,22,0
2021-04-13,2020-08-21,CH,0,172,2
2021-04-13,2020-08-21,PE,0,46,0
2021-04-13,2020-08-22,CH,0,16,0
2021-04-13,2020-08-22,PE,0,8,0
2021-04-13,2020-08-22,TE,0,118,1
2021-04-13,2020-08-23,CH,0,13,0
2021-04-13,2020-08-23,PE,0,4,0
2021-04-13,2020-08-23,TE,0,7,0
2021-04-13,2020-08-24,PE,0,25,0
2021-04-13,2020-08-25,PE,0,29,0
2021-04-13,2020-08-26,PE,0,30,0
2021-04-13,2020-08-28,PE,0,40,0
2021-04-13,2020-08-29,CH,0,89,0
2021-04-13,2020-08-29,PE,0,8,0
2021-04-13,2020-08-30,PE,0,1,0
2021-04-13,2020-08-30,TE,0,2,0
2021-04-13,2020-08-31,CH,0,137,1
2021-04-13,2020-08-31,PE,0,26,0
2021-04-13,2020-08-31,TE,0,395,2
2021-04-13,2020-09-01,CH,0,277,3
2021-04-13,2020-09-01,PE,0,67,0
2021-04-13,2020-09-02,PE,0,25,0
2021-04-13,2020-09-03,PE,0,52,0
2021-04-13,2020-09-03,TE,0,315,3
2021-04-13,2020-09-04,PE,0,39,0
2021-04-13,2020-09-05,PE,0,8,0
2021-04-13,2020-09-06,TE,0,4,0
2021-04-13,2020-09-07,PE,0,46,0
2021-04-13,2020-09-08,PE,0,38,0
2021-04-13,2020-09-09,PE,0,40,0
2021-04-13,2020-09-10,CH,0,194,0
2021-04-13,2020-09-10,PE,0,36,0
2021-04-13,2020-09-11,PE,0,46,0
2021-04-13,2020-09-11,TE,0,337,0
2021-04-13,2020-09-12,PE,0,6,0
2021-04-13,2020-09-14,PE,0,34,1
2021-04-13,2020-09-15,PE,0,23,0
2021-04-13,2020-09-16,PE,0,19,0
2021-04-13,2020-09-17,PE,0,21,0
2021-04-13,2020-09-18,PE,0,30,0
2021-04-13,2020-09-19,PE,0,17,0
2021-04-13,2020-09-21,PE,0,45,0
2021-04-13,2020-09-22,PE,0,34,0
2021-04-13,2020-09-24,PE,0,22,0
2021-04-13,2020-09-25,PE,0,57,0
2021-04-13,2020-09-26,AQ,0,55,0
2021-04-13,2020-09-26,PE,0,14,0
2021-04-13,2020-09-29,PE,0,44,0
2021-04-13,2020-09-30,PE,0,31,1
2021-04-13,2020-10-01,PE,0,78,0
2021-04-13,2020-10-02,PE,0,38,0
2021-04-13,2020-10-03,PE,0,32,0
2021-04-13,2020-10-04,PE,0,2,0
2021-04-13,2020-10-05,PE,0,53,0
2021-04-13,2020-10-06,PE,0,75,0
2021-04-13,2020-10-08,PE,0,94,0
2021-04-13,2020-10-10,PE,0,39,0
2021-04-13,2020-10-11,AQ,0,6,0
2021-04-13,2020-10-11,CH,0,8,0
2021-04-13,2020-10-13,PE,0,53,0
2021-04-13,2020-10-14,PE,0,45,0
2021-04-13,2020-10-16,PE,0,79,0
2021-04-13,2020-10-17,PE,0,22,0
2021-04-13,2020-10-18,PE,0,23,0
2021-04-13,2020-11-01,PE,0,1,0
2021-04-13,2020-12-06,PE,0,3,0
2021-04-13,2020-12-08,CH,0,2,0
2021-04-13,2020-12-13,PE,0,15,1
2021-04-13,2020-12-19,PE,0,10,2
2021-04-13,2020-12-24,PE,0,29,1
2021-04-13,2020-12-26,CH,0,16,0
2021-04-13,2020-12-26,PE,0,1,1
2021-04-13,2020-12-27,CH,0,1,0
2021-04-13,2020-12-27,PE,0,1,0
2021-04-13,2021-01-03,PE,0,3,0
2021-04-13,2021-01-06,AQ,0,6,0
2021-04-13,2021-01-06,CH,0,2,0
2021-04-13,2021-01-06,PE,0,3,0
2021-04-13,2021-01-10,CH,0,1,0
2021-04-13,2021-01-10,PE,0,2,0
2021-04-13,2021-01-12,PE,0,67,1
2021-04-13,2021-01-24,PE,0,33,0
2021-04-13,2021-01-24,TE,0,35,2
2021-04-13,2021-02-07,PE,0,2,0
2021-04-13,2021-02-14,PE,0,2,0
2021-04-13,2021-03-23,PE,0,17,0
2021-04-13,2021-03-24,PE,0,19,0
2021-04-13,2021-04-04,TE,0,1,0
2021-04-13,2021-04-05,PE,0,2,0
2021-04-13,2021-04-10,PE,0,15,0
2021-04-13,2021-04-11,TE,0,20,0
2021-04-13,2020-03-29,PE,0,0,1
